MeasureID,Behavior,Dimensions,Item,Xnum,Text
20,Ethical,Ethical guidance,Item7,132,Compliments employees who behave according to the integrity guidelines
20,Ethical,Role clarification,Item1,133,Indicates what the performance expectations of each group member are
20,Ethical,Role clarification,Item2,134,Explains what is expected of each group member
20,Ethical,Role clarification,Item3,135,Explains what is expected of me and my colleagues
20,Ethical,Role clarification,Item4,136,Clarifies priorities
20,Ethical,Role clarification,Item5,137,Clarifies who is responsible for what
20,Ethical,Integrity,Item1,138,Keeps his/her promises
20,Ethical,Integrity,Item2,139,Can be trusted to do the things he/she says
20,Ethical,Integrity,Item3,140,Can be relied on to honor his/her commitments
20,Ethical,Integrity,Item4,141,Always keeps his/her words
22,Ethical,Morality and fairness,Item1,142,Makes sure that his/her actions are always ethical
22,Ethical,Morality and fairness,Item2,143,"Means what he/she says, is earnest"
22,Ethical,Morality and fairness,Item3,144,"Deserves trust, can be believed and relied upon to keep his/her word"
22,Ethical,Morality and fairness,Item4,145,Can be trusted to serve the interests of his/her subordinates rather than him/herself
22,Ethical,Morality and fairness,Item5,146,Does not criticize subordinates without good reason
22,Ethical,Morality and fairness,Item6,147,Pursues own best interest at the expense of others
22,Ethical,Role clarification,Item1,148,Explains who is responsible for what
22,Ethical,Role clarification,Item2,149,Explains what is expected of each member of the group
22,Ethical,Role clarification,Item3,150,Explains each individual group members' scope of authority
22,Ethical,Role clarification,Item4,151,Communicates his/her performance expectations for group members
22,Ethical,Role clarification,Item5,152,Clarifies priorities
22,Ethical,Power sharing,Item1,153,Allows subordinates to have influence on critical decisions
22,Ethical,Power sharing,Item2,154,Will reconsider decisions on the basis of recommendations by those who report to him/her
22,Ethical,Power sharing,Item3,155,Delegates challenging responsibilities to subordinates
22,Ethical,Power sharing,Item4,156,Does not allow others to participate in decision making
22,Ethical,Power sharing,Item5,157,Seeks advice concerning organizational strategy from subordinates
22,Ethical,Power sharing,Item6,158,Allows subordinates to take a strong hand in setting their performance goals
23,Despotic,NA,Item1,159,Is punitive; has no pity or compassion
23,Despotic,NA,Item2,160,"Is in charge and does not tolerate disagreement or questioning, gives orders"
23,Despotic,NA,Item3,161,Acts like a tyrant or despot; imperious
23,Despotic,NA,Item4,162,Tends to be unwilling or unable to relinquish control of projects or tasks
23,Despotic,NA,Item5,163,Expects unquestioning obedience of those who report to him/her
23,Despotic,NA,Item6,164,Is vengeful; seeks revenge when wronged
24,Ethical,NA,Item1,165,Conducts his/her personal life in an ethical manner
24,Ethical,NA,Item2,166,Defines success not just by results but also the way that they are obtained
24,Ethical,NA,Item3,167,Listens to what employees have to say
24,Ethical,NA,Item4,168,Disciplines employees who violate ethical standards
24,Ethical,NA,Item5,169,Makes fair and balanced decisions
24,Ethical,NA,Item6,170,Can be trusted
24,Ethical,NA,Item7,171,Discusses business ethics or values with employees
24,Ethical,NA,Item8,172,Sets an example of how to do things the right way in terms of ethics
24,Ethical,NA,Item9,173,Has the best interests of employees in mind
24,Ethical,NA,Item10,174,"When making decisions, asks “what is the right thing to do?”"
19,Servant,NA,Item1,175,"Uses power in service to others, not for his or her ambition"
19,Servant,NA,Item2,176,Gives me the right to question his or her actions and decisions
19,Servant,NA,Item3,177,"Respects me for who I am, not how much I make him or her feel"
19,Servant,NA,Item4,178,Enhances my capacity for moral actions
19,Servant,NA,Item5,179,Helps me to generate a sense of meaning out of everyday life at work
19,Servant,NA,Item6,180,Contributes to my personal and professional growth
15,Empowering Behavior,Delegation of authority,Item1,181,My manager gives me the authority I need to make decisions that improve work processes and procedures
15,Empowering Behavior,Delegation of authority,Item2,182,My manager gives me the authority to make changes necessary to improve things
15,Empowering Behavior,Delegation of authority,Item3,183,My manager delegates authority to me that is equal to the level of responsibility that I am assigned
15,Empowering Behavior,Accountability,Item1,184,My manager holds me accountable for the work I am assigned
15,Empowering Behavior,Accountability,Item2,185,I am held accountable for performance and results
15,Empowering Behavior,Accountability,Item3,186,My manager holds people in the department accountable for customer satisfaction
15,Empowering Behavior,Self-directed decision making,Item1,187,"My manager tries to help me arrive at my own solutions when problems arise, rather than telling me what he/she would do."
15,Empowering Behavior,Self-directed decision making,Item2,188,My manager relies on me to make my own decisions about issues that affect how work gets done
15,Empowering Behavior,Self-directed decision making,Item3,189,My manager encourages me to develop my own solutions to problems I encounter in my work
15,Empowering Behavior,Information sharing,Item1,190,My manager shares information that I need to ensure high quality results.
15,Empowering Behavior,Information sharing,Item2,191,My manager provides me with the information I need to meet customers’ needs
15,Empowering Behavior,Skill development,Item1,192,"My manager encourages me to use systematic problem-solving methods (e.g., the seven-step problem-solving model)"
15,Empowering Behavior,Skill development,Item2,193,My manager provides me with frequent opportunities to develop new skills
15,Empowering Behavior,Skill development,Item3,194,My manager ensures that continuous learning and skill development are priorities in our department
15,Empowering Behavior,Coaching for innovative performance,Item1,195,"My manager is willing to risk mistakes on my part if, over the long term, I will learn and develop as a result of the experience."
15,Empowering Behavior,Coaching for innovative performance,Item2,196,I am encouraged to try out new ideas even if there is a chance they may not succeed
15,Empowering Behavior,Coaching for innovative performance,Item3,197,My manager focuses on corrective action rather than placing blame when I make a mistake
14,Charismatic,Vision and articulation,Item1,198,Exciting public speaker
14,Charismatic,Vision and articulation,Item2,199,Appears to be a skillful performer when presenting to a group
14,Charismatic,Vision and articulation,Item3,200,"Inspirational, able to motivate by articulating effectively the importance of what organizational members are doing"
14,Charismatic,Vision and articulation,Item4,201,"Has vision, often brings up ideas about possibilities for the future"
14,Charismatic,Vision and articulation,Item5,202,Provides inspiring strategic and organizational goals
14,Charismatic,Vision and articulation,Item6,203,Consistently generates new ideas for the future of the organization
14,Charismatic,Environmental sensitivity,Item1,204,"Readily recognizes constraints in the organization's social and cultural environment (cultural norms, lack of grass roots support, etc) that may stand in the way of achieving organizational objectives"
14,Charismatic,Environmental sensitivity,Item2,205,"Readily recognizes constraints in the physical environment (technological limitations, lack of resources, etc) that may stand in the way of achieving organizational objectives"
14,Charismatic,Environmental sensitivity,Item3,206,Readily recognizes barriers/forces within the organization that may block or hinder achievement of his/her goals
14,Charismatic,Environmental sensitivity,Item4,207,Recognizes the abilities and skills of other members in the organization
14,Charismatic,Environmental sensitivity,Item5,208,Recognizes the limitations of other members in the organization
14,Charismatic,Environmental sensitivity,Item6,209,Readily recognizes new environmental opportunities (favorable physical and social conditions) that may facilitate achievement or organizational objectives
14,Charismatic,Environmental sensitivity,Item7,210,Entrepreneurial; seizes new opportunities to achieve goals
14,Charismatic,Unconventional behavior,Item1,211,Engages in unconventional behavior to achieve organizational goals
14,Charismatic,Unconventional behavior,Item2,212,Uses non-traditional means to achieve organizational goals
14,Charismatic,Unconventional behavior,Item3,213,Often exhibits very unique behavior that surprises other members of the organization
14,Charismatic,Personal risk,Item1,214,"In pursuing organizational objectives, engages in activities involving considerable personal risk"
14,Charismatic,Personal risk,Item2,215,"In pursuing organizational objectives, engages in activities involving considerable self-sacrifice"
14,Charismatic,Personal risk,Item3,216,Takes high personal risk for the sake of the organization
14,Charismatic,Personal risk,Item4,217,Often incurs high personal costs for the good of the organization
14,Charismatic,Sensitivity to member needs,Item1,218,Shows sensitivity for the needs and feelings of other members in the organization
14,Charismatic,Sensitivity to member needs,Item2,219,Influences others by developing mutual liking and respect
14,Charismatic,Sensitivity to member needs,Item3,220,Often expresses personal concern for the needs and feelings of other members of the organization
14,Charismatic,Does not maintain status quo,Item1,221,Tries to maintain the status quo or the normal way of doing things
14,Charismatic,Does not maintain status quo,Item2,222,Advocates following non-risky well-established courses of action to achieve organizational goals
13,LBDQ Original,Initiating Structure,Item1,223,He encourages overtime work.
13,LBDQ Original,Initiating Structure,Item2,224,He tries out new ideas.
13,LBDQ Original,Initiating Structure,Item3,225,He rules with an iron hand.
13,LBDQ Original,Initiating Structure,Item4,226,He criticizes poor work.
13,LBDQ Original,Initiating Structure,Item5,227,He talks about how much should be done.
13,LBDQ Original,Initiating Structure,Item6,228,He encourages slow-working foremen to greater effort.
13,LBDQ Original,Initiating Structure,Item7,229,He waits for his foremen to push new ideas before he does.
13,LBDQ Original,Initiating Structure,Item8,230,He assigns people under him to particular tasks.
13,LBDQ Original,Initiating Structure,Item9,231,He asks for sacrifices from his foremen for the good of the entire department.
13,LBDQ Original,Initiating Structure,Item10,232,He insists that his foremen follow standard ways of doing things in every detail.
13,LBDQ Original,Initiating Structure,Item11,233,He sees to it that people under him are working up to their limits.
13,LBDQ Original,Initiating Structure,Item12,234,He offers new approaches to problems.
13,LBDQ Original,Initiating Structure,Item13,235,He insists that he be informed on decisions made by foremen under him.
13,LBDQ Original,Initiating Structure,Item14,236,He lets others do their work the way they think best.
13,LBDQ Original,Initiating Structure,Item15,237,He stresses being ahead of competing work groups.
13,LBDQ Original,Initiating Structure,Item16,238,"He ""needles"" foremen under him for greater effort."
13,LBDQ Original,Initiating Structure,Item17,239,He decides in detail what shall be done and how it shall be done.
13,LBDQ Original,Initiating Structure,Item18,240,He emphasizes meeting of deadlines.
13,LBDQ Original,Initiating Structure,Item19,241,He asks foremen who have slow groups to get more out of their groups.
13,LBDQ Original,Initiating Structure,Item20,242,He emphasizes the quantity of work.
13,LBDQ Original,Consideration,Item1,243,He refuses to give in when people disagree with him.
13,LBDQ Original,Consideration,Item2,244,He does personal favors for the foremen under him.
13,LBDQ Original,Consideration,Item3,245,He expresses appreciation when one of us does a good job.
13,LBDQ Original,Consideration,Item4,246,He is easy to understand
13,LBDQ Original,Consideration,Item5,247,He demands more than we can do
13,LBDQ Original,Consideration,Item6,248,He helps his foremen with their personal problems.
13,LBDQ Original,Consideration,Item7,249,He criticizes his foremen in front of others.
13,LBDQ Original,Consideration,Item8,250,He stands up for his foremen even though it makes him unpopular.
13,LBDQ Original,Consideration,Item9,251,He insists that everything be done his way.
13,LBDQ Original,Consideration,Item10,252,He sees that a foreman is rewarded for a job well done.
13,LBDQ Original,Consideration,Item11,253,He rejects suggestions for changes
13,LBDQ Original,Consideration,Item12,254,He changes the duties of people under him without first talking it over with them.
13,LBDQ Original,Consideration,Item13,255,He treats people under him without considering their feelings.
13,LBDQ Original,Consideration,Item14,256,He tries to keep the foremen under him in good standing with those in higher authority.
13,LBDQ Original,Consideration,Item15,257,He resists changes in ways of doing things.
13,LBDQ Original,Consideration,Item16,258,"He ""rides"" the foreman who makes a mistake."
13,LBDQ Original,Consideration,Item17,259,He refuses to explain his actions
13,LBDQ Original,Consideration,Item18,260,He acts without consulting his foremen first.
13,LBDQ Original,Consideration,Item19,261,He stresses the importance of high morale among those under him.
13,LBDQ Original,Consideration,Item20,262,He backs up his foremen in their actions.
13,LBDQ Original,Consideration,Item21,263,He is slow to accept new ideas.
13,LBDQ Original,Consideration,Item22,264,He treats all his foremen as his equal.
13,LBDQ Original,Consideration,Item23,265,He criticizes a specific act rather than a particular individual.
13,LBDQ Original,Consideration,Item24,266,He is willing to make changes.
13,LBDQ Original,Consideration,Item25,267,He makes those under him feel at ease when talking to him.
13,LBDQ Original,Consideration,Item26,268,He is friendly and can be easily approached.
13,LBDQ Original,Consideration,Item27,269,He puts suggestions that are made by foremen under him into operation.
13,LBDQ Original,Consideration,Item28,270,He gets the approval of his foremen on important matters before going ahead.
12,Authentic,Self-awareness,Item1,271,My leader describes accurately the way that others view his/her abilities.
12,Authentic,Self-awareness,Item2,272,My leader shows that he/she understands his/her strengths and weaknesses.
12,Authentic,Self-awareness,Item3,273,My leader is clearly aware of the impact he/she has on others.
12,Authentic,Relational transparency,Item1,274,My leader clearly states what he/she means.
12,Authentic,Relational transparency,Item2,275,My leader openly shares information with others.
12,Authentic,Relational transparency,Item3,276,My leader expresses his/her ideas and thoughts clearly to others.
12,Authentic,Internalized moral perspective,Item1,277,My leader shows consistency between his/her beliefs and actions.
12,Authentic,Internalized moral perspective,Item2,278,My leader uses his/her core beliefs to make decisions.
12,Authentic,Internalized moral perspective,Item3,279,My leader resists pressures on him/her to do things contrary to his/her beliefs.
12,Authentic,Internalized moral perspective,Item4,280,My leader is guided in his/her actions by internal moral standards.
12,Authentic,Balanced processing,Item1,281,My leader asks for ideas that challenge his/her core beliefs.
12,Authentic,Balanced processing,Item2,282,My leader carefully listens to alternative perspectives before reaching a conclusion.
12,Authentic,Balanced processing,Item3,283,My leader objectively analyzes relevant data before making a decision
12,Authentic,Balanced processing,Item4,284,My leader encourages others to voice opposing points of view.
9,Servant,Forming relationships with subordinates,Item1,285,My department manager spends the time to form quality relationships with department employees.
9,Servant,Forming relationships with subordinates,Item2,286,My department manager creates a sense of community among department employees.
9,Servant,Empowering subordinates,Item1,287,My department manager's decisions are influenced by department employees' input.
9,Servant,Empowering subordinates,Item2,288,My department manager tries to reach consensus among department employees on important decisions.
9,Servant,Helping subordinates grow and succeed,Item1,289,My department manager is sensitive to department employees' responsibilities outside the work place.
9,Servant,Helping subordinates grow and succeed,Item2,290,My department manager makes the personal development of department employees a priority.
9,Servant,Behaving ethically,Item1,291,My department manager holds department employees to high ethical standards.
9,Servant,Behaving ethically,Item2,292,My department manager does what she or he promises to do.
9,Servant,Having conceptual skills,Item1,293,My department manager balances concern for day-to-day details with projections for the future.
9,Servant,Having conceptual skills,Item2,294,My department manager displays wide-ranging knowledge and interests in finding solutions to work problems.
9,Servant,Putting subordinates first,Item1,295,"My department manager makes me feel like I work with him/her, not for him/her."
9,Servant,Putting subordinates first,Item2,296,My department manager works hard at finding ways to help others be the best they can be.
9,Servant,Creating values for those outside of the organization,Item1,297,My department manager encourages department employees to be involved in community service and volunteer activities outside of work.
9,Servant,Creating values for those outside of the organization,Item2,298,My department manager emphasizes the importance of giving back to the community.
26,Group-Focused Transformational Leadership,Team-building,Item1,299,Our supervisor fosters collaboration among his/her subordinates.
26,Group-Focused Transformational Leadership,Team-building,Item2,300,"Our supervisor encourages employees to be “team
players”"
26,Group-Focused Transformational Leadership,Team-building,Item3,301,"Our supervisor develops a team attitude and spirit
among his/her subordinates"
26,Group-Focused Transformational Leadership,Articulating a group vision,Item1,302,Our supervisor inspires us with his/her plans for the future
26,Group-Focused Transformational Leadership,Articulating a group vision,Item2,303,Our supervisor provides us with a compelling vision to work toward
26,Group-Focused Transformational Leadership,Articulating a group vision,Item3,304,Our supervisor has a clear understanding of where we are going
26,Group-Focused Transformational Leadership,Fostering acceptance of group goals,Item1,305,"
Our supervisor gets the group to work together for the same goal"
26,Group-Focused Transformational Leadership,Fostering acceptance of group goals,Item2,306,Our supervisor is able to get others to commit to what we need to accomplish in our unit
26,Individual-Focused Transformational Leadership,Individualized support,Item1,307,My supervisor shows respect for personal feelings
26,Individual-Focused Transformational Leadership,Individualized support,Item2,308,"My supervisor behaves in a manner, which is thoughtful of my personal needs"
26,Individual-Focused Transformational Leadership,Individualized support,Item3,309,My supervisor sees that my interests are given due consideration
26,Individual-Focused Transformational Leadership,Intellectual stimulation,Item1,310,My supervisor challenges me to think about old problems in new ways
26,Individual-Focused Transformational Leadership,Intellectual stimulation,Item2,311,My supervisor stimulates me to rethink some things that I have never questioned before
26,Individual-Focused Transformational Leadership,Intellectual stimulation,Item3,312,My supervisor challenges me to re-examine some of my basic assumptions about work
28,Leadership Behavior,Resource Utilization,Item1,313,Obtains resources key to success
28,Leadership Behavior,Resource Utilization,Item2,314,Utilizes organizational strengths successfully
28,Leadership Behavior,Resource Utilization,Item3,315,Creates organizational procedures that support goal achievement
28,Leadership Behavior,Relationship development,Item1,316,Conveys authentic concern in relationships
28,Leadership Behavior,Relationship development,Item2,317,Empathizes with others to support their needs
28,Leadership Behavior,Relationship development,Item3,318,Cares about others
28,Leadership Behavior,Image management,Item1,319,Stands up for what s(he) thinks is right
28,Leadership Behavior,Image management,Item2,320,Confronts difficult issues that need resolutions
28,Leadership Behavior,Image management,Item3,321,Accepts responsibility for mistakes for which s(he) is accountable
28,Leadership Behavior,Trustworthiness,Item1,322,Honors the intent of the law rather than just the letter
28,Leadership Behavior,Trustworthiness,Item2,323,Praises desired performance
28,Leadership Behavior,Trustworthiness,Item3,324,Evaluates outcomes according to valid standards
28,Leadership Behavior,Ethical stewardship,Item1,325,Seeks to create a higher level of meaning or understanding about issues
28,Leadership Behavior,Ethical stewardship,Item2,326,Asks others how they view what is owed to them
28,Leadership Behavior,Ethical stewardship,Item3,327,Pursues solutions that build a better world
29,Managerial Leadership Behavior,Collaborate (Encouraging participation),Item1,328,Making it legitimate to contribute opinions.
29,Managerial Leadership Behavior,Collaborate (Encouraging participation),Item2,329,Employing participative decision making.
29,Managerial Leadership Behavior,Collaborate (Encouraging participation),Item3,330,Maintaining an open climate for discussion.
29,Managerial Leadership Behavior,Collaborate (Developing people),Item1,331,Encouraging career development.
29,Managerial Leadership Behavior,Collaborate (Developing people),Item2,332,Seeing that everyone has a development plan.
29,Managerial Leadership Behavior,Collaborate (Developing people),Item3,333,Coaching people on career issues.
29,Managerial Leadership Behavior,Collaborate (Acknowledging personal need),Item1,334,Being aware of when people are burning out.
29,Managerial Leadership Behavior,Collaborate (Acknowledging personal need),Item2,335,Encouraging people to have work/life balance.
29,Managerial Leadership Behavior,Collaborate (Acknowledging personal need),Item3,336,Recognizing feelings.
29,Managerial Leadership Behavior,Create (Anticipating customer needs),Item1,337,Meeting with customers to discuss their needs.
29,Managerial Leadership Behavior,Create (Anticipating customer needs),Item2,338,Identifying the changing needs of the customer.
29,Managerial Leadership Behavior,Create (Anticipating customer needs),Item3,339,Anticipating what the customer will want next.
29,Managerial Leadership Behavior,Create (Initiating significant change),Item1,340,Initiating bold projects.
29,Managerial Leadership Behavior,Create (Initiating significant change),Item2,341,Starting ambitious programs.
29,Managerial Leadership Behavior,Create (Initiating significant change),Item3,342,Launching important new efforts.
29,Managerial Leadership Behavior,Create (Inspiring people to exceed expectations),Item1,343,Inspiring direct reports to be creative.
29,Managerial Leadership Behavior,Create (Inspiring people to exceed expectations),Item2,344,Encouraging direct reports to try new things.
29,Managerial Leadership Behavior,Create (Inspiring people to exceed expectations),Item3,345,Getting unit members to exceed traditional performance patterns.
29,Managerial Leadership Behavior,Control (Clarifying policies),Item1,346,Seeing that corporate procedures are understood.
29,Managerial Leadership Behavior,Control (Clarifying policies),Item2,347,Insuring that company policies are known.
